State,Year,Crime_Type,Cases,Female_Population,Crime_Rate,Literacy_Rate,Urban_Percent,Unemployment_Rate,Avg_Income,Police_Stations,Conviction_Rate,Reporting_Rate,Population_Density,Latitude,Longitude
Tamil Nadu,2020,Cyber Crime,5604,53859273,10.4,59.14,61.8,8.66,181484,928,60.17,62.69,556,18.11,86.15
Tamil Nadu,2020,Stalking,2643,53859273,4.91,59.14,61.8,8.66,181484,928,60.17,62.69,556,18.11,86.15
Tamil Nadu,2021,Rape,9287,54895028,16.92,66.93,75.85,10.73,217280,1748,57.0,60.72,161,18.11,86.15
Tamil Nadu,2021,Domestic Violence,1228,54895028,2.24,66.93,75.85,10.73,217280,1748,57.0,60.72,161,18.11,86.15
Tamil Nadu,2021,Kidnapping,1865,54895028,3.4,66.93,75.85,10.73,217280,1748,57.0,60.72,161,18.11,86.15
Tamil Nadu,2021,Harassment,4992,54895028,9.09,66.93,75.85,10.73,217280,1748,57.0,60.72,161,18.11,86.15
Tamil Nadu,2021,Dowry Deaths,1198,54895028,2.18,66.93,75.85,10.73,217280,1748,57.0,60.72,161,18.11,86.15
Tamil Nadu,2021,Acid Attack,7686,54895028,14.0,66.93,75.85,10.73,217280,1748,57.0,60.72,161,18.11,86.15
Tamil Nadu,2021,Cyber Crime,895,54895028,1.63,66.93,75.85,10.73,217280,1748,57.0,60.72,161,18.11,86.15
Tamil Nadu,2021,Stalking,7900,54895028,14.39,66.93,75.85,10.73,217280,1748,57.0,60.72,161,18.11,86.15
Tamil Nadu,2022,Rape,7766,55930784,13.89,84.65,41.29,11.61,101934,1050,44.65,53.75,1192,18.11,86.15
Tamil Nadu,2022,Domestic Violence,4991,55930784,8.92,84.65,41.29,11.61,101934,1050,44.65,53.75,1192,18.11,86.15
Tamil Nadu,2022,Kidnapping,7692,55930784,13.75,84.65,41.29,11.61,101934,1050,44.65,53.75,1192,18.11,86.15
Tamil Nadu,2022,Harassment,6088,55930784,10.88,84.65,41.29,11.61,101934,1050,44.65,53.75,1192,18.11,86.15
Tamil Nadu,2022,Dowry Deaths,8151,55930784,14.57,84.65,41.29,11.61,101934,1050,44.65,53.75,1192,18.11,86.15
Tamil Nadu,2022,Acid Attack,4136,55930784,7.39,84.65,41.29,11.61,101934,1050,44.65,53.75,1192,18.11,86.15
Tamil Nadu,2022,Cyber Crime,1667,55930784,2.98,84.65,41.29,11.61,101934,1050,44.65,53.75,1192,18.11,86.15
Tamil Nadu,2022,Stalking,1562,55930784,2.79,84.65,41.29,11.61,101934,1050,44.65,53.75,1192,18.11,86.15
Tamil Nadu,2023,Rape,8510,56966539,14.94,58.19,49.67,3.52,176174,833,42.08,89.95,334,18.11,86.15
Tamil Nadu,2023,Domestic Violence,7301,56966539,12.82,58.19,49.67,3.52,176174,833,42.08,89.95,334,18.11,86.15
Tamil Nadu,2023,Kidnapping,5346,56966539,9.38,58.19,49.67,3.52,176174,833,42.08,89.95,334,18.11,86.15
Tamil Nadu,2023,Harassment,7231,56966539,12.69,58.19,49.67,3.52,176174,833,42.08,89.95,334,18.11,86.15
Tamil Nadu,2023,Dowry Deaths,7741,56966539,13.59,58.19,49.67,3.52,176174,833,42.08,89.95,334,18.11,86.15
Tamil Nadu,2023,Acid Attack,1453,56966539,2.55,58.19,49.67,3.52,176174,833,42.08,89.95,334,18.11,86.15
Tamil Nadu,2023,Cyber Crime,3039,56966539,5.33,58.19,49.67,3.52,176174,833,42.08,89.95,334,18.11,86.15
Tamil Nadu,2023,Stalking,7556,56966539,13.26,58.19,49.67,3.52,176174,833,42.08,89.95,334,18.11,86.15
Karnataka,2018,Rape,9202,36665404,25.1,62.79,43.8,11.03,264532,2276,24.24,94.4,599,30.64,80.36
Karnataka,2018,Domestic Violence,7994,36665404,21.8,62.79,43.8,11.03,264532,2276,24.24,94.4,599,30.64,80.36
Karnataka,2018,Kidnapping,4812,36665404,13.12,62.79,43.8,11.03,264532,2276,24.24,94.4,599,30.64,80.36
Karnataka,2018,Harassment,1824,36665404,4.97,62.79,43.8,11.03,264532,2276,24.24,94.4,599,30.64,80.36
Karnataka,2018,Dowry Deaths,9847,36665404,26.86,62.79,43.8,11.03,264532,2276,24.24,94.4,599,30.64,80.36
Karnataka,2018,Acid Attack,3641,36665404,9.93,62.79,43.8,11.03,264532,2276,24.24,94.4,599,30.64,80.36
Karnataka,2018,Cyber Crime,7919,36665404,21.6,62.79,43.8,11.03,264532,2276,24.24,94.4,599,30.64,80.36
Karnataka,2018,Stalking,3986,36665404,10.87,62.79,43.8,11.03,264532,2276,24.24,94.4,599,30.64,80.36
Karnataka,2019,Rape,5248,37398712,14.03,71.86,42.68,9.35,75289,2081,36.51,69.55,272,30.64,80.36
Karnataka,2019,Domestic Violence,5349,37398712,14.3,71.86,42.68,9.35,75289,2081,36.51,69.55,272,30.64,80.36
Karnataka,2019,Kidnapping,9935,37398712,26.57,71.86,42.68,9.35,75289,2081,36.51,69.55,272,30.64,80.36
Karnataka,2019,Harassment,4209,37398712,11.25,71.86,42.68,9.35,75289,2081,36.51,69.55,272,30.64,80.36
Karnataka,2019,Dowry Deaths,9773,37398712,26.13,71.86,42.68,9.35,75289,2081,36.51,69.55,272,30.64,80.36
Karnataka,2019,Acid Attack,7119,37398712,19.04,71.86,42.68,9.35,75289,2081,36.51,69.55,272,30.64,80.36
Karnataka,2019,Cyber Crime,9147,37398712,24.46,71.86,42.68,9.35,75289,2081,36.51,69.55,272,30.64,80.36
Karnataka,2019,Stalking,9586,37398712,25.63,71.86,42.68,9.35,75289,2081,36.51,69.55,272,30.64,80.36
Karnataka,2020,Rape,1428,38132020,3.74,77.72,64.76,8.25,111629,704,38.74,62.86,923,30.64,80.36
Karnataka,2020,Domestic Violence,5529,38132020,14.5,77.72,64.76,8.25,111629,704,38.74,62.86,923,30.64,80.36
Karnataka,2020,Kidnapping,633,38132020,1.66,77.72,64.76,8.25,111629,704,38.74,62.86,923,30.64,80.36
Karnataka,2020,Harassment,2605,38132020,6.83,77.72,64.76,8.25,111629,704,38.74,62.86,923,30.64,80.36
Karnataka,2020,Dowry Deaths,4127,38132020,10.82,77.72,64.76,8.25,111629,704,38.74,62.86,923,30.64,80.36
Karnataka,2020,Acid Attack,6816,38132020,17.87,77.72,64.76,8.25,111629,704,38.74,62.86,923,30.64,80.36
Karnataka,2020,Cyber Crime,2352,38132020,6.17,77.72,64.76,8.25,111629,704,38.74,62.86,923,30.64,80.36
Karnataka,2020,Stalking,5410,38132020,14.19,77.72,64.76,8.25,111629,704,38.74,62.86,923,30.64,80.36
Karnataka,2021,Rape,1756,38865328,4.52,86.19,51.66,11.94,71732,1899,47.69,93.62,146,30.64,80.36
Karnataka,2021,Domestic Violence,3876,38865328,9.97,86.19,51.66,11.94,71732,1899,47.69,93.62,146,30.64,80.36
Karnataka,2021,Kidnapping,6145,38865328,15.81,86.19,51.66,11.94,71732,1899,47.69,93.62,146,30.64,80.36
Karnataka,2021,Harassment,3986,38865328,10.26,86.19,51.66,11.94,71732,1899,47.69,93.62,146,30.64,80.36
Karnataka,2021,Dowry Deaths,4084,38865328,10.51,86.19,51.66,11.94,71732,1899,47.69,93.62,146,30.64,80.36
Karnataka,2021,Acid Attack,8553,38865328,22.01,86.19,51.66,11.94,71732,1899,47.69,93.62,146,30.64,80.36
Karnataka,2021,Cyber Crime,3830,38865328,9.85,86.19,51.66,11.94,71732,1899,47.69,93.62,146,30.64,80.36
Karnataka,2021,Stalking,3203,38865328,8.24,86.19,51.66,11.94,71732,1899,47.69,93.62,146,30.64,80.36
Karnataka,2022,Rape,9837,39598636,24.84,80.8,74.92,11.63,61023,1167,39.73,54.8,472,30.64,80.36
Karnataka,2022,Domestic Violence,7319,39598636,18.48,80.8,74.92,11.63,61023,1167,39.73,54.8,472,30.64,80.36
Karnataka,2022,Kidnapping,4219,39598636,10.65,80.8,74.92,11.63,61023,1167,39.73,54.8,472,30.64,80.36
Karnataka,2022,Harassment,3245,39598636,8.19,80.8,74.92,11.63,61023,1167,39.73,54.8,472,30.64,80.36
Karnataka,2022,Dowry Deaths,7983,39598636,20.16,80.8,74.92,11.63,61023,1167,39.73,54.8,472,30.64,80.36
Karnataka,2022,Acid Attack,1039,39598636,2.62,80.8,74.92,11.63,61023,1167,39.73,54.8,472,30.64,80.36
Karnataka,2022,Cyber Crime,5464,39598636,13.8,80.8,74.92,11.63,61023,1167,39.73,54.8,472,30.64,80.36
Karnataka,2022,Stalking,5335,39598636,13.47,80.8,74.92,11.63,61023,1167,39.73,54.8,472,30.64,80.36
Karnataka,2023,Rape,2081,40331944,5.16,89.52,61.89,7.82,128752,2236,60.69,80.81,1024,30.64,80.36
Karnataka,2023,Domestic Violence,8214,40331944,20.37,89.52,61.89,7.82,128752,2236,60.69,80.81,1024,30.64,80.36
Karnataka,2023,Kidnapping,3824,40331944,9.48,89.52,61.89,7.82,128752,2236,60.69,80.81,1024,30.64,80.36
Karnataka,2023,Harassment,6213,40331944,15.4,89.52,61.89,7.82,128752,2236,60.69,80.81,1024,30.64,80.36
Karnataka,2023,Dowry Deaths,7526,40331944,18.66,89.52,61.89,7.82,128752,2236,60.69,80.81,1024,30.64,80.36
Karnataka,2023,Acid Attack,755,40331944,1.87,89.52,61.89,7.82,128752,2236,60.69,80.81,1024,30.64,80.36
Karnataka,2023,Cyber Crime,5304,40331944,13.15,89.52,61.89,7.82,128752,2236,60.69,80.81,1024,30.64,80.36
Karnataka,2023,Stalking,2338,40331944,5.8,89.52,61.89,7.82,128752,2236,60.69,80.81,1024,30.64,80.36
Madhya Pradesh,2018,Rape,7949,60519128,13.13,85.31,22.71,3.24,111813,2393,69.36,56.77,952,19.29,95.05
Madhya Pradesh,2018,Domestic Violence,4658,60519128,7.7,85.31,22.71,3.24,111813,2393,69.36,56.77,952,19.29,95.05
Madhya Pradesh,2018,Kidnapping,4425,60519128,7.31,85.31,22.71,3.24,111813,2393,69.36,56.77,952,19.29,95.05
Madhya Pradesh,2018,Harassment,7470,60519128,12.34,85.31,22.71,3.24,111813,2393,69.36,56.77,952,19.29,95.05
Madhya Pradesh,2018,Dowry Deaths,7438,60519128,12.29,85.31,22.71,3.24,111813,2393,69.36,56.77,952,19.29,95.05
Madhya Pradesh,2018,Acid Attack,5284,60519128,8.73,85.31,22.71,3.24,111813,2393,69.36,56.77,952,19.29,95.05
Madhya Pradesh,2018,Cyber Crime,4500,60519128,7.44,85.31,22.71,3.24,111813,2393,69.36,56.77,952,19.29,95.05
Madhya Pradesh,2018,Stalking,2133,60519128,3.52,85.31,22.71,3.24,111813,2393,69.36,56.77,952,19.29,95.05
Madhya Pradesh,2019,Rape,1960,61729510,3.18,56.29,28.03,3.12,228998,717,54.59,74.05,870,19.29,95.05
Madhya Pradesh,2019,Domestic Violence,7690,61729510,12.46,56.29,28.03,3.12,228998,717,54.59,74.05,870,19.29,95.05
Madhya Pradesh,2019,Kidnapping,7640,61729510,12.38,56.29,28.03,3.12,228998,717,54.59,74.05,870,19.29,95.05
Madhya Pradesh,2019,Harassment,4136,61729510,6.7,56.29,28.03,3.12,228998,717,54.59,74.05,870,19.29,95.05
Madhya Pradesh,2019,Dowry Deaths,5309,61729510,8.6,56.29,28.03,3.12,228998,717,54.59,74.05,870,19.29,95.05
Madhya Pradesh,2019,Acid Attack,4678,61729510,7.58,56.29,28.03,3.12,228998,717,54.59,74.05,870,19.29,95.05
Madhya Pradesh,2019,Cyber Crime,7745,61729510,12.55,56.29,28.03,3.12,228998,717,54.59,74.05,870,19.29,95.05
Madhya Pradesh,2019,Stalking,7100,61729510,11.5,56.29,28.03,3.12,228998,717,54.59,74.05,870,19.29,95.05
Madhya Pradesh,2020,Rape,7739,62939893,12.3,59.52,77.24,8.46,71949,648,53.59,77.82,194,19.29,95.05
Madhya Pradesh,2020,Domestic Violence,749,62939893,1.19,59.52,77.24,8.46,71949,648,53.59,77.82,194,19.29,95.05
Madhya Pradesh,2020,Kidnapping,9365,62939893,14.88,59.52,77.24,8.46,71949,648,53.59,77.82,194,19.29,95.05
Madhya Pradesh,2020,Harassment,1270,62939893,2.02,59.52,77.24,8.46,71949,648,53.59,77.82,194,19.29,95.05
Madhya Pradesh,2020,Dowry Deaths,4863,62939893,7.73,59.52,77.24,8.46,71949,648,53.59,77.82,194,19.29,95.05
Madhya Pradesh,2020,Acid Attack,1577,62939893,2.51,59.52,77.24,8.46,71949,648,53.59,77.82,194,19.29,95.05
Madhya Pradesh,2020,Cyber Crime,8927,62939893,14.18,59.52,77.24,8.46,71949,648,53.59,77.82,194,19.29,95.05
Madhya Pradesh,2020,Stalking,9080,62939893,14.43,59.52,77.24,8.46,71949,648,53.59,77.82,194,19.29,95.05
Madhya Pradesh,2021,Rape,7381,64150275,11.51,58.09,67.51,8.31,69198,1452,51.02,81.68,534,19.29,95.05
Madhya Pradesh,2021,Domestic Violence,7449,64150275,11.61,58.09,67.51,8.31,69198,1452,51.02,81.68,534,19.29,95.05
Madhya Pradesh,2021,Kidnapping,6741,64150275,10.51,58.09,67.51,8.31,69198,1452,51.02,81.68,534,19.29,95.05
Madhya Pradesh,2021,Harassment,8517,64150275,13.28,58.09,67.51,8.31,69198,1452,51.02,81.68,534,19.29,95.05
Madhya Pradesh,2021,Dowry Deaths,7441,64150275,11.6,58.09,67.51,8.31,69198,1452,51.02,81.68,534,19.29,95.05
Madhya Pradesh,2021,Acid Attack,7502,64150275,11.69,58.09,67.51,8.31,69198,1452,51.02,81.68,534,19.29,95.05
Madhya Pradesh,2021,Cyber Crime,1831,64150275,2.85,58.09,67.51,8.31,69198,1452,51.02,81.68,534,19.29,95.05
Madhya Pradesh,2021,Stalking,4761,64150275,7.42,58.09,67.51,8.31,69198,1452,51.02,81.68,534,19.29,95.05
Madhya Pradesh,2022,Rape,3972,65360658,6.08,70.78,74.63,5.68,233401,2328,67.48,56.62,283,19.29,95.05
Madhya Pradesh,2022,Domestic Violence,5949,65360658,9.1,70.78,74.63,5.68,233401,2328,67.48,56.62,283,19.29,95.05
Madhya Pradesh,2022,Kidnapping,3332,65360658,5.1,70.78,74.63,5.68,233401,2328,67.48,56.62,283,19.29,95.05
Madhya Pradesh,2022,Harassment,4079,65360658,6.24,70.78,74.63,5.68,233401,2328,67.48,56.62,283,19.29,95.05
Madhya Pradesh,2022,Dowry Deaths,6471,65360658,9.9,70.78,74.63,5.68,233401,2328,67.48,56.62,283,19.29,95.05
Madhya Pradesh,2022,Acid Attack,4664,65360658,7.14,70.78,74.63,5.68,233401,2328,67.48,56.62,283,19.29,95.05
Madhya Pradesh,2022,Cyber Crime,8441,65360658,12.91,70.78,74.63,5.68,233401,2328,67.48,56.62,283,19.29,95.05
Madhya Pradesh,2022,Stalking,6069,65360658,9.29,70.78,74.63,5.68,233401,2328,67.48,56.62,283,19.29,95.05
Madhya Pradesh,2023,Rape,6590,66571040,9.9,66.51,58.0,5.16,297666,2358,26.44,55.76,194,19.29,95.05
Madhya Pradesh,2023,Domestic Violence,6531,66571040,9.81,66.51,58.0,5.16,297666,2358,26.44,55.76,194,19.29,95.05
Madhya Pradesh,2023,Kidnapping,8187,66571040,12.3,66.51,58.0,5.16,297666,2358,26.44,55.76,194,19.29,95.05
Madhya Pradesh,2023,Harassment,9591,66571040,14.41,66.51,58.0,5.16,297666,2358,26.44,55.76,194,19.29,95.05
Madhya Pradesh,2023,Dowry Deaths,8972,66571040,13.48,66.51,58.0,5.16,297666,2358,26.44,55.76,194,19.29,95.05
Madhya Pradesh,2023,Acid Attack,2387,66571040,3.59,66.51,58.0,5.16,297666,2358,26.44,55.76,194,19.29,95.05
Madhya Pradesh,2023,Cyber Crime,3766,66571040,5.66,66.51,58.0,5.16,297666,2358,26.44,55.76,194,19.29,95.05
Madhya Pradesh,2023,Stalking,1166,66571040,1.75,66.51,58.0,5.16,297666,2358,26.44,55.76,194,19.29,95.05
Bihar,2018,Rape,1023,53566364,1.91,62.83,69.31,6.11,153081,2781,24.44,55.43,332,34.27,85.46
Bihar,2018,Domestic Violence,2893,53566364,5.4,62.83,69.31,6.11,153081,2781,24.44,55.43,332,34.27,85.46
Bihar,2018,Kidnapping,3093,53566364,5.77,62.83,69.31,6.11,153081,2781,24.44,55.43,332,34.27,85.46
Bihar,2018,Harassment,7740,53566364,14.45,62.83,69.31,6.11,153081,2781,24.44,55.43,332,34.27,85.46
Bihar,2018,Dowry Deaths,7437,53566364,13.88,62.83,69.31,6.11,153081,2781,24.44,55.43,332,34.27,85.46
Bihar,2018,Acid Attack,6690,53566364,12.49,62.83,69.31,6.11,153081,2781,24.44,55.43,332,34.27,85.46
Bihar,2018,Cyber Crime,5740,53566364,10.72,62.83,69.31,6.11,153081,2781,24.44,55.43,332,34.27,85.46
Bihar,2018,Stalking,6993,53566364,13.05,62.83,69.31,6.11,153081,2781,24.44,55.43,332,34.27,85.46
Bihar,2019,Rape,802,54637691,1.47,60.49,42.64,3.02,114291,1480,24.23,76.88,818,34.27,85.46
Bihar,2019,Domestic Violence,1138,54637691,2.08,60.49,42.64,3.02,114291,1480,24.23,76.88,818,34.27,85.46
Bihar,2019,Kidnapping,555,54637691,1.02,60.49,42.64,3.02,114291,1480,24.23,76.88,818,34.27,85.46
Bihar,2019,Harassment,9217,54637691,16.87,60.49,42.64,3.02,114291,1480,24.23,76.88,818,34.27,85.46
Bihar,2019,Dowry Deaths,8650,54637691,15.83,60.49,42.64,3.02,114291,1480,24.23,76.88,818,34.27,85.46
Bihar,2019,Acid Attack,2625,54637691,4.8,60.49,42.64,3.02,114291,1480,24.23,76.88,818,34.27,85.46
Bihar,2019,Cyber Crime,864,54637691,1.58,60.49,42.64,3.02,114291,1480,24.23,76.88,818,34.27,85.46
Bihar,2019,Stalking,7309,54637691,13.38,60.49,42.64,3.02,114291,1480,24.23,76.88,818,34.27,85.46
Bihar,2020,Rape,7382,55709018,13.25,56.28,35.15,9.42,68030,1118,45.58,73.95,905,34.27,85.46
Bihar,2020,Domestic Violence,2406,55709018,4.32,56.28,35.15,9.42,68030,1118,45.58,73.95,905,34.27,85.46
Bihar,2020,Kidnapping,3586,55709018,6.44,56.28,35.15,9.42,68030,1118,45.58,73.95,905,34.27,85.46
Bihar,2020,Harassment,8652,55709018,15.53,56.28,35.15,9.42,68030,1118,45.58,73.95,905,34.27,85.46
Bihar,2020,Dowry Deaths,6250,55709018,11.22,56.28,35.15,9.42,68030,1118,45.58,73.95,905,34.27,85.46
Bihar,2020,Acid Attack,9405,55709018,16.88,56.28,35.15,9.42,68030,1118,45.58,73.95,905,34.27,85.46
Bihar,2020,Cyber Crime,1562,55709018,2.8,56.28,35.15,9.42,68030,1118,45.58,73.95,905,34.27,85.46
Bihar,2020,Stalking,2476,55709018,4.44,56.28,35.15,9.42,68030,1118,45.58,73.95,905,34.27,85.46
Bihar,2021,Rape,732,56780345,1.29,84.42,25.35,7.82,54632,2392,37.15,71.33,166,34.27,85.46
Bihar,2021,Domestic Violence,9861,56780345,17.37,84.42,25.35,7.82,54632,2392,37.15,71.33,166,34.27,85.46
Bihar,2021,Kidnapping,6871,56780345,12.1,84.42,25.35,7.82,54632,2392,37.15,71.33,166,34.27,85.46
Bihar,2021,Harassment,4706,56780345,8.29,84.42,25.35,7.82,54632,2392,37.15,71.33,166,34.27,85.46
Bihar,2021,Dowry Deaths,8443,56780345,14.87,84.42,25.35,7.82,54632,2392,37.15,71.33,166,34.27,85.46
Bihar,2021,Acid Attack,7391,56780345,13.02,84.42,25.35,7.82,54632,2392,37.15,71.33,166,34.27,85.46
Bihar,2021,Cyber Crime,7238,56780345,12.75,84.42,25.35,7.82,54632,2392,37.15,71.33,166,34.27,85.46
Bihar,2021,Stalking,2972,56780345,5.23,84.42,25.35,7.82,54632,2392,37.15,71.33,166,34.27,85.46
Bihar,2022,Rape,2233,57851673,3.86,66.81,73.98,8.47,176394,2175,44.91,64.87,761,34.27,85.46
Bihar,2022,Domestic Violence,2105,57851673,3.64,66.81,73.98,8.47,176394,2175,44.91,64.87,761,34.27,85.46
Bihar,2022,Kidnapping,6122,57851673,10.58,66.81,73.98,8.47,176394,2175,44.91,64.87,761,34.27,85.46
Bihar,2022,Harassment,7267,57851673,12.56,66.81,73.98,8.47,176394,2175,44.91,64.87,761,34.27,85.46
Bihar,2022,Dowry Deaths,7486,57851673,12.94,66.81,73.98,8.47,176394,2175,44.91,64.87,761,34.27,85.46
Bihar,2022,Acid Attack,4017,57851673,6.94,66.81,73.98,8.47,176394,2175,44.91,64.87,761,34.27,85.46
Bihar,2022,Cyber Crime,4235,57851673,7.32,66.81,73.98,8.47,176394,2175,44.91,64.87,761,34.27,85.46
Bihar,2022,Stalking,9852,57851673,17.03,66.81,73.98,8.47,176394,2175,44.91,64.87,761,34.27,85.46
Bihar,2023,Rape,8695,58923000,14.76,57.81,51.47,6.69,126323,1119,25.6,67.9,174,34.27,85.46
Bihar,2023,Domestic Violence,6466,58923000,10.97,57.81,51.47,6.69,126323,1119,25.6,67.9,174,34.27,85.46
Bihar,2023,Kidnapping,9337,58923000,15.85,57.81,51.47,6.69,126323,1119,25.6,67.9,174,34.27,85.46
Bihar,2023,Harassment,617,58923000,1.05,57.81,51.47,6.69,126323,1119,25.6,67.9,174,34.27,85.46
Bihar,2023,Dowry Deaths,3051,58923000,5.18,57.81,51.47,6.69,126323,1119,25.6,67.9,174,34.27,85.46
Bihar,2023,Acid Attack,6060,58923000,10.28,57.81,51.47,6.69,126323,1119,25.6,67.9,174,34.27,85.46
Bihar,2023,Cyber Crime,4789,58923000,8.13,57.81,51.47,6.69,126323,1119,25.6,67.9,174,34.27,85.46
Bihar,2023,Stalking,1346,58923000,2.28,57.81,51.47,6.69,126323,1119,25.6,67.9,174,34.27,85.46
Gujarat,2018,Rape,2548,21263882,11.98,81.93,31.22,5.91,141922,923,45.38,60.91,658,23.43,76.12
Gujarat,2018,Domestic Violence,6733,21263882,31.66,81.93,31.22,5.91,141922,923,45.38,60.91,658,23.43,76.12
Gujarat,2018,Kidnapping,2328,21263882,10.95,81.93,31.22,5.91,141922,923,45.38,60.91,658,23.43,76.12
Gujarat,2018,Harassment,2417,21263882,11.37,81.93,31.22,5.91,141922,923,45.38,60.91,658,23.43,76.12
Gujarat,2018,Dowry Deaths,4734,21263882,22.26,81.93,31.22,5.91,141922,923,45.38,60.91,658,23.43,76.12
Gujarat,2018,Acid Attack,7488,21263882,35.21,81.93,31.22,5.91,141922,923,45.38,60.91,658,23.43,76.12
Gujarat,2018,Cyber Crime,2526,21263882,11.88,81.93,31.22,5.91,141922,923,45.38,60.91,658,23.43,76.12
Gujarat,2018,Stalking,4244,21263882,19.96,81.93,31.22,5.91,141922,923,45.38,60.91,658,23.43,76.12
Gujarat,2019,Rape,1842,21689159,8.49,67.92,47.26,7.94,190937,2419,30.09,80.81,420,23.43,76.12
Gujarat,2019,Domestic Violence,3332,21689159,15.36,67.92,47.26,7.94,190937,2419,30.09,80.81,420,23.43,76.12
Gujarat,2019,Kidnapping,3324,21689159,15.33,67.92,47.26,7.94,190937,2419,30.09,80.81,420,23.43,76.12
Gujarat,2019,Harassment,2494,21689159,11.5,67.92,47.26,7.94,190937,2419,30.09,80.81,420,23.43,76.12
Gujarat,2019,Dowry Deaths,3990,21689159,18.4,67.92,47.26,7.94,190937,2419,30.09,80.81,420,23.43,76.12
Gujarat,2019,Acid Attack,9810,21689159,45.23,67.92,47.26,7.94,190937,2419,30.09,80.81,420,23.43,76.12
Gujarat,2019,Cyber Crime,8484,21689159,39.12,67.92,47.26,7.94,190937,2419,30.09,80.81,420,23.43,76.12
Gujarat,2019,Stalking,2104,21689159,9.7,67.92,47.26,7.94,190937,2419,30.09,80.81,420,23.43,76.12
Gujarat,2020,Rape,5915,22114437,26.75,84.07,77.9,4.12,189639,1360,30.25,67.07,612,23.43,76.12
Gujarat,2020,Domestic Violence,3891,22114437,17.59,84.07,77.9,4.12,189639,1360,30.25,67.07,612,23.43,76.12
Gujarat,2020,Kidnapping,6451,22114437,29.17,84.07,77.9,4.12,189639,1360,30.25,67.07,612,23.43,76.12
Gujarat,2020,Harassment,5968,22114437,26.99,84.07,77.9,4.12,189639,1360,30.25,67.07,612,23.43,76.12
Gujarat,2020,Dowry Deaths,8507,22114437,38.47,84.07,77.9,4.12,189639,1360,30.25,67.07,612,23.43,76.12
Gujarat,2020,Acid Attack,9564,22114437,43.25,84.07,77.9,4.12,189639,1360,30.25,67.07,612,23.43,76.12
Gujarat,2020,Cyber Crime,9944,22114437,44.97,84.07,77.9,4.12,189639,1360,30.25,67.07,612,23.43,76.12
Gujarat,2020,Stalking,6913,22114437,31.26,84.07,77.9,4.12,189639,1360,30.25,67.07,612,23.43,76.12
Gujarat,2021,Rape,2636,22539714,11.69,82.98,69.51,4.68,200354,277,46.15,66.15,1165,23.43,76.12
Gujarat,2021,Domestic Violence,7443,22539714,33.02,82.98,69.51,4.68,200354,277,46.15,66.15,1165,23.43,76.12
Gujarat,2021,Kidnapping,8304,22539714,36.84,82.98,69.51,4.68,200354,277,46.15,66.15,1165,23.43,76.12
Gujarat,2021,Harassment,7065,22539714,31.34,82.98,69.51,4.68,200354,277,46.15,66.15,1165,23.43,76.12
Gujarat,2021,Dowry Deaths,6484,22539714,28.77,82.98,69.51,4.68,200354,277,46.15,66.15,1165,23.43,76.12
Gujarat,2021,Acid Attack,5642,22539714,25.03,82.98,69.51,4.68,200354,277,46.15,66.15,1165,23.43,76.12
Gujarat,2021,Cyber Crime,5170,22539714,22.94,82.98,69.51,4.68,200354,277,46.15,66.15,1165,23.43,76.12
Gujarat,2021,Stalking,2690,22539714,11.93,82.98,69.51,4.68,200354,277,46.15,66.15,1165,23.43,76.12
Gujarat,2022,Rape,2470,22964992,10.76,75.21,41.32,6.52,299793,2197,23.33,60.31,1162,23.43,76.12
Gujarat,2022,Domestic Violence,8889,22964992,38.71,75.21,41.32,6.52,299793,2197,23.33,60.31,1162,23.43,76.12
Gujarat,2022,Kidnapping,6265,22964992,27.28,75.21,41.32,6.52,299793,2197,23.33,60.31,1162,23.43,76.12
Gujarat,2022,Harassment,1702,22964992,7.41,75.21,41.32,6.52,299793,2197,23.33,60.31,1162,23.43,76.12
Gujarat,2022,Dowry Deaths,8635,22964992,37.6,75.21,41.32,6.52,299793,2197,23.33,60.31,1162,23.43,76.12
Gujarat,2022,Acid Attack,6067,22964992,26.42,75.21,41.32,6.52,299793,2197,23.33,60.31,1162,23.43,76.12
Gujarat,2022,Cyber Crime,8167,22964992,35.56,75.21,41.32,6.52,299793,2197,23.33,60.31,1162,23.43,76.12
Gujarat,2022,Stalking,6242,22964992,27.18,75.21,41.32,6.52,299793,2197,23.33,60.31,1162,23.43,76.12
Gujarat,2023,Rape,1450,23390270,6.2,76.7,52.01,11.05,148723,2404,27.58,64.03,1096,23.43,76.12
Gujarat,2023,Domestic Violence,2836,23390270,12.12,76.7,52.01,11.05,148723,2404,27.58,64.03,1096,23.43,76.12
Gujarat,2023,Kidnapping,5873,23390270,25.11,76.7,52.01,11.05,148723,2404,27.58,64.03,1096,23.43,76.12
Gujarat,2023,Harassment,2743,23390270,11.73,76.7,52.01,11.05,148723,2404,27.58,64.03,1096,23.43,76.12
Gujarat,2023,Dowry Deaths,3145,23390270,13.45,76.7,52.01,11.05,148723,2404,27.58,64.03,1096,23.43,76.12
Gujarat,2023,Acid Attack,5112,23390270,21.86,76.7,52.01,11.05,148723,2404,27.58,64.03,1096,23.43,76.12
Gujarat,2023,Cyber Crime,2365,23390270,10.11,76.7,52.01,11.05,148723,2404,27.58,64.03,1096,23.43,76.12
Gujarat,2023,Stalking,6528,23390270,27.91,76.7,52.01,11.05,148723,2404,27.58,64.03,1096,23.43,76.12
